,abstract,pmid,pubdate,title
749,"Modern systems neuroscience increasingly leans on large-scale multi-lab neuroinformatics initiatives to provide necessary capacity for biologically realistic modeling of primate whole-brain activity. Here, we present a framework to assemble primate brain's biologically plausible anatomical backbone for such modeling initiatives. In this framework, structural connectivity is determined by adding complementary information from invasive macaque axonal tract tracing and non-invasive human diffusion tensor imaging. Both modalities are combined by means of available interspecies registration tools and a newly developed Bayesian probabilistic modeling approach to extract common connectivity evidence. We demonstrate how this novel framework is embedded in the whole-brain simulation platform called The Virtual Brain (TVB). Hum Brain Mapp 38:2080-2093, 2017. © 2017 Wiley Periodicals, Inc.",28054725,2017,"Mapping complementary features of cross-species structural connectivity to construct realistic ""Virtual Brains""."
750,"The spatial location of an object can be represented in two frames of reference: egocentric (relative to the observer's body or body parts) and allocentric (relative to another object independent of the observer). The object positions relative to the two frames can be either congruent (e.g., both left or both right) or incongruent (e.g., one left and one right). Most of the previous studies, however, did not discriminate between the two types of spatial conflicts. To investigate the common and specific neural mechanisms underlying the spatial congruency effect induced by the two reference frames, we adopted a 3 (type of task: allocentric, egocentric, and color) × 2 (spatial congruency: congruent vs. incongruent) within-subject design in this fMRI study. The spatial congruency effect in the allocentric task was induced by the task-irrelevant egocentric representations, and vice versa in the egocentric task. The nonspatial color task was introduced to control for the differences in bottom-up stimuli between the congruent and incongruent conditions. Behaviorally, significant spatial congruency effect was revealed in both the egocentric and allocentric task. Neurally, the dorsal-medial visuoparietal stream was commonly involved in the spatial congruency effect induced by the task-irrelevant egocentric and allocentric representations. The right superior parietal cortex and the right precentral gyrus were specifically involved in the spatial congruency effect induced by the irrelevant egocentric and allocentric representations, respectively. Taken together, these results suggested that different subregions in the parieto-frontal network played different functional roles in the spatial interaction between the egocentric and allocentric reference frame. Hum Brain Mapp 38:2112-2127, 2017. © 2017 Wiley Periodicals, Inc.",28054740,2017,Common and specific neural correlates underlying the spatial congruency effect induced by the egocentric and allocentric reference frame.
751,"BACKGROUND
Sex with multiple partners (SMP) is one of the important contributing factors for contracting sexually transmitted infections (STIs) among adolescents and young adults, especially among Lesbian, Gay, and Bisexual (LGB) youth. Past studies mainly focus on examining associations of alcohol or club drugs use with unprotected sexual behaviors among adult homo/bisexual men, while little is known about the temporal association between marijuana use (MU) and SMP among LGB youth.


METHODS
This study examined the relationship between MU and SMP among LGB adolescents and young adults. Generalized estimating equations (GEE) logistic regression analyses were utilized to analyze four waves' public-use Add Health data (N = 694, youth who reported a homo/bisexual status at any wave; Wave 1: aged 11-21; Wave 4: aged 24-32).


RESULTS
After adjusting for other substance use, current depression, mother-child relationship quality at Wave 1, and socioeconomic variables, past-year MU was both concurrently and prospectively associated with past-year SMP. The moderating effect of age was not found.


CONCLUSION
MU is concurrently and prospectively associated with increased odds of SMP in the adolescent sample and in the young adult sample. Findings imply that prevention/intervention on HIV risk behaviors may benefit from MU reduction not only in LGB adolescents but also in young adults.",28056883,2017,"Marijuana use and sex with multiple partners among lesbian, gay and bisexual youth: results from a national sample."
752,"Three new metal chalcogenides have been identified in MnN-1(Gd2-xInx)SN+2 with N = 3, 4, and 5 via a flux-growth synthesis. All compounds crystallize in the same space group of orthorhombic Cmcm with cell constants: Mn2GdInS5 (1), a = 3.789(1) Å, b = 12.411(1) Å, and c = 15.489(1) Å; Mn3Gd2S6 (2), a = 3.778(1) Å, b = 12.505(2) Å, and c = 19.114(2) Å; Mn4Gd2S7 (3), a = 3.769(1) Å, b = 12.466(2) Å, and c = 22.289(3) Å. Compounds 1-3 form a homologous series through the modulation of the MnS unit, whose structures represent a complete system of the corresponding lillianites (N1,N2L) of 3,3L, 4,4L and 5,5L. The gradually wider slabs formed in the series result in a monotonic increase along the c dimensions from 1 to 3. Crystal 3 is the first to achieve a predicted structure of 5,5L. Mn2GdInS5 (1) displays a weak antiferromagnetic (AFM) ordering at 10 K and the Weiss constant (θ) of -0.76 K. Mn2Gd1.5In0.5S5 (1a), an isostructure of 1, shifts the AFM transition temperature to 12 K and possesses a slightly larger θ constant of -6.06 K. Mn4Gd2S7 (3), featuring the thickest slabs in this series, shows a significant antiferromagnetic behavior beginning at a high temperature of 70 K and has a largest θ constant of -40.25 K. A small amount of impurity α-Gd2S3 with an AFM transition temperature around 4 K was characterized in sample 3, which does not interfere with the magnetic ordering of 3 at much higher temperatures. These magnetic chalcogenides display band gaps of 1.66 eV for 1, 1.75 eV for 1a, and 1.44 eV for 3.",28058412,2017,"New metal chalcogenides found in MnN-1(Gd2-xInx)SN+2 (N = 3, 4, 5): syntheses, structures, and magnetic properties."
753,"Estrogens exert profound effects on the expression of anxiety in humans and rodents; however, the directionality of these effects varies considerably within both clinical and preclinical literature. It is believed that discrepancies regarding the nature of estrogens' effects on anxiety are attributable to the differential effects of specific estrogen receptor (ER) subtypes. In this chapter we will discuss the relative impact on anxiety and anxiety-like behavior of each of the three main ERs: ERα, which has a generally anxiogenic effect, ERβ, which has a generally anxiolytic effect, and the G-protein-coupled ER known as GPR30, which has been found to both increase and decrease anxiety-like behavior. In addition, we will describe the known mechanisms by which these receptor subtypes exert their influence on emotional responses, focusing on the hypothalamic-pituitary-adrenal axis and the oxytocinergic and serotonergic systems. The impact of estrogens on the expression of anxiety is likely the result of their combined effects on all of these neurobiological systems.",28061972,2017,Estrogen Receptors Modulation of Anxiety-Like Behavior.
754,"The homeostatic regulation of feeding behavior requires an organism to be able to integrate information from its internal environment, including peripheral visceral signals about the body's current energy needs, with information from its external environment, such as the palatability of energy-rich food stimuli. The insula, which serves as the brain's primary sensory cortex for representing both visceral signals from the body and taste signals from the mouth and tongue, is a likely candidate region in which this integration might occur. However, to date it has been unclear whether information from these two homeostatically critical faculties is merely co-represented in the human insula, or actually integrated there. Recent functional neuroimaging evidence of a common substrate for visceral interoception and taste perception within the human dorsal mid-insula suggests a model whereby a single population of neurons may integrate viscerosensory and gustatory signals. To test this model, we used fMRI-Adaptation to identify whether insula regions that exhibit repetition suppression following repeated interoception trials would then also exhibit adapted responses to subsequent gustatory stimuli. Multiple mid and anterior regions of the insula exhibited adaptation to interoceptive trials specifically, but only the dorsal mid-insula regions exhibited an adapted gustatory response following interoception. The discovery of this gustatory-interoceptive convergence within the neurons of the human insula supports the existence of a heretofore-undocumented neural pathway by which visceral signals from the periphery modulate the activity of brain regions involved in feeding behavior. Hum Brain Mapp 38:2150-2164, 2017. © 2017 Wiley Periodicals, Inc.",28070928,2017,Convergent gustatory and viscerosensory processing in the human dorsal mid-insula.
755,"One-dimensional spin chains featuring strong axial anisotropic magnetism are promising candidates for isolatable and miniatured information storage materials, the so-called single-chain magnets (SCMs). Here we show a mixed azido/carboxylato bridged metamagnetic iron(ii) chain [Fe(N3)2(4-mpc)]n (4-mpc = N-methylpyridinium-4-carboxylate) with a large energy barrier of 150 K, a large remnant magnetization (1.55Nβ) and coercivity (1.7 T at 2 K) for homo-spin SCMs. Heat capacity and Mössbauer spectroscopy studies corroborate the intrinsic nature of SCM behavior regardless of weak interchain magnetic interactions, which lead to the coexistence of metamagnetism but not long-range magnetic ordering. Moreover, detailed magnetic investigations indicate that the system is not only within the ""Ising limit"" but also in the ""finite-size"" regime.",28074202,2017,"An Ising iron(ii) chain exhibits a large finite-size energy barrier and ""hard"" magnetic behaviour."
756,"Phytoestrogens are plant derived, non-steroidal compounds naturally found in rodent chows that potentially have endocrine-disrupting effects. Isoflavones, the most common phytoestrogens, have a similar structure and molecular weight to 17β-estradiol (E2) and have the ability to bind and activate both isoforms of the estrogen receptor (ER). Most isoflavones have a higher affinity for ERβ, which is involved in sexually dimorphic behavioral regulation. The goal of this study was to examine the interaction of isoflavones and E2 presence in the OVX rat on anxiety- and depressive- like behavior and the related BDNF pathophysiology. E2 administration resulted in anxiogenic behaviors when isoflavones were present in the diet (p<0.05), but anxiolytic behaviors when isoflavones were not present (p<0.05). E2 resulted in antidepressive-like behaviors in animals fed an isoflavone-rich diet (p<0.05), with no effect when isoflavones were removed. Increased hippocampal BDNF expression was observed in animals fed an isoflavone-rich diet after E2 administration (p<0.05). BDNF expression in the amygdala and hypothalamus was increased after E2 treatment in animals fed an isoflavone-rich diet. Overall, these results demonstrate that the presence of dietary isoflavones can differentially regulate the effect of E2 replacement on behavior and BDNF expression.",28077306,2017,The interaction of dietary isoflavones and estradiol replacement on behavior and brain-derived neurotrophic factor in the ovariectomized rat.
757,"Retention indices for 48 polycyclic aromatic sulfur heterocycles (PASHs) were determined using gas chromatography with three different stationary phases: a 50% phenyl phase, a 50% liquid crystalline dimethylpolysiloxane (LC-DMPS) phase, and an ionic liquid (IL) phase. Correlations between the retention behavior on the three stationary phases and PASH geometry (L/B and T, i.e., length-to-breadth ratio and thickness, respectively) were investigated for the following four isomer sets: (1) 4 three-ring molecular mass (MM) 184Da PASHs, (2) 13 four-ring MM 234Da PASHs, (3) 10 five-ring MM 258Da PASHs, and (4) 20 five-ring MM 284Da PASHs. Correlation coefficients for retention on the 50% LC-DMPS vs L/B ranged from r=0.50 (MM 284Da) to r=0.77 (MM 234Da). Correlation coefficients for retention on the IL phase vs L/B ranged from r=0.31 (MM 234Da) to r=0.54 (MM 284Da). Correlation coefficients for retention on the 50% phenyl vs L/B ranged from r=0.14 (MM 258Da) to r=0.59 (MM 284Da). Several correlation trends are discussed in detail for the retention behavior of PASH on the three stationary phases.",28089272,2017,Retention behavior of isomeric polycyclic aromatic sulfur heterocycles in gas chromatography on stationary phases of different selectivity.
758,"Functional connectivity analysis has become a powerful tool for probing the human brain function and its breakdown in neuropsychiatry disorders. So far, most studies adopted resting-state paradigm to examine functional connectivity networks in the brain, thanks to its low demand and high tolerance that are essential for clinical studies. However, the test-retest reliability of resting-state connectivity measures is moderate, potentially due to its low behavioral constraint. On the other hand, naturalistic neuroimaging paradigms, an emerging approach for cognitive neuroscience with high ecological validity, could potentially improve the reliability of functional connectivity measures. To test this hypothesis, we characterized the test-retest reliability of functional connectivity measures during a natural viewing condition, and benchmarked it against resting-state connectivity measures acquired within the same functional magnetic resonance imaging (fMRI) session. We found that the reliability of connectivity and graph theoretical measures of brain networks is significantly improved during natural viewing conditions over resting-state conditions, with an average increase of almost 50% across various connectivity measures. Not only sensory networks for audio-visual processing become more reliable, higher order brain networks, such as default mode and attention networks, but also appear to show higher reliability during natural viewing. Our results support the use of natural viewing paradigms in estimating functional connectivity of brain networks, and have important implications for clinical application of fMRI. Hum Brain Mapp 38:2226-2241, 2017. © 2017 Wiley Periodicals, Inc.",28094464,2017,Test-retest reliability of functional connectivity networks during naturalistic fMRI paradigms.
759,"BACKGROUND
Electronic cigarettes (e-cigarettes) are a consumer product whose benefits and risks are currently debated. Advocates of the ""tobacco harm reduction"" strategy emphasize their potential as an aid to smoking cessation, while advocates of the precautionary principle emphasize their risks instead. There have been only a few studies to date on the prevalence of e-cigarette use in Germany.


METHODS
In May 2016, in collaboration with Forsa, an opinion research firm, we carried out a survey among 4002 randomly chosen persons aged 14 and older, asking them about their consumption of e-cigarettes with and without nicotine, reasons for using e-cigarettes, plans for future use, estimation of danger compared to that of tobacco products, smoking behavior, and sociodemographic features.


RESULTS
1.4% of the respondents used e-cigarettes regularly, and a further 2.2% had used them regularly in the past. 11.8% had at least tried them, including 32.7% of smokers and 2.3% of persons who had never smoked. 24.5% of ex-smokers who had quit smoking after 2010 had used e-cigarettes at least once. 20.7% of the respondents considered electronic cigarettes less dangerous than conventional cigarettes, 46.3% equally dangerous, and 16.1% more dangerous. An extrapolation of these data to the general population suggests that about one million persons in Germany use e-cigarettes regularly and another 1.55 million have done so in the past.


CONCLUSION
The consumption of electronic cigarettes in Germany is not very widespread, but it is not negligible either. Nearly 1 in 8 Germans has tried e-cigarettes at least once. Regular consumers of e-cigarettes are almost exclusively smokers and ex-smokers.",28098063,2016,The Use of E-Cigarettes.
760,"Alexithymia is a personality trait characterized by difficulties in recognizing and verbalizing emotions and the utilization of a cognitive style that is oriented toward external events, rather than intrapsychic experiences. Alexithymia is considered a vulnerability factor influencing onset and course of many psychiatric disorders. Even though emotions are, in general, elicited involuntarily and emerge without conscious effort, it is surprising that little attention in etiological considerations concerning alexithymia has been given to deficits in automatic emotion processing and their neurobiological bases. In this article, results from studies using behavioral or neurobiological research methods were systematically reviewed in which automatic processing of external emotional information was investigated as a function of alexithymia in healthy individuals. Twenty-two studies were identified through a literature search of Psycinfo, PubMed, and Web of Science databases from 1990 to 2016. The review reveals deficits in the automatic processing of emotional stimuli in alexithymia at a behavioral and neurobiological level. The vast majority of the reviewed studies examined visual processing. The alexithymia facets externally oriented thinking and difficulties identifying feelings were found to be related to impairments in the automatic processing of threat-related facial expressions. Alexithymic individuals manifest low reactivity to barely visible negative emotional stimuli in brain regions responsible for appraisal, encoding, and affective response, e.g. amygdala, occipitotemporal areas, and insula. Against this background, it appears plausible to assume that deficits in automatic emotion processing could be factors contributing to alexithymic personality characteristics. Directions for future research on alexithymia and automatic emotion perception are suggested.",28099136,2017,Alexithymia and automatic processing of emotional stimuli: a systematic review.
761,"BACKGROUND
Survivors of stroke have long-term physical and psychological consequences that impact their quality of life. Few interventions are available in the community to address these problems. Yoga, a type of mindfulness-based intervention, is shown to be effective in people with other chronic illnesses and may have the potential to address many of the problems reported by survivors of stroke.


OBJECTIVES
To date only narrative reviews have been published. We sought to perform, the first systematic review with meta-analyses of randomized controlled trials (RCTs) that investigated yoga for its potential benefit for chronic survivors of stroke.


METHODS
Ovid Medline, CINHAL plus, AMED, PubMed, PsychINFO, PeDro, Cochrane database, Sport Discuss, and Google Scholar were searched for papers published between January 1950 and August 2016. Reference lists of included papers, review articles and OpenGrey for Grey literature were also searched. We used a modified Cochrane tool to evaluate risk of bias. The methodological quality of RCTs was assessed using the GRADE approach, results were collated, and random effects meta-analyses performed where appropriate.


RESULTS
The search yielded five eligible papers from four RCTs with small sample sizes (n = 17-47). Quality of RCTs was rated as low to moderate. Yoga is beneficial in reducing state anxiety symptoms and depression in the intervention group compared to the control group (mean differences for state anxiety 6.05, 95% CI:-0.02 to 12.12; p = 0.05 and standardized mean differences for depression: 0.50, 95% CI:-0.01 to 1.02; p = 0.05). Consistent but nonsignificant improvements were demonstrated for balance, trait anxiety, and overall quality of life.


CONCLUSIONS
Yoga may be effective for ameliorating some of the long-term consequences of stroke. Large well-designed RCTs are needed to confirm these findings.",28100160,2017,Determining the potential benefits of yoga in chronic stroke care: a systematic review and meta-analysis.
762,"Psychophysiological interaction (PPI) is a widely used regression-based method to study connectivity changes in different experimental conditions. A PPI effect is generated by point-by-point multiplication of a psychological variable (experimental design) and a physiological variable (time series of a seed region). If the psychological variable is non-centered with a constant component, the constant component will add a physiological variable to the PPI term. The physiological component would in theory be accounted for by the physiological main effect in the model. But due to imperfect deconvolution and convolution with hemodynamic response function, the physiological component in PPI may no longer be exactly the same as the physiological main effect. This issue was illustrated by analyzing two block-designed fMRI datasets, one simple visual checkerboard task and a set of different tasks designed to activate different hemispheres. When PPI was calculated with deconvolution but without centering, significant results were usually observed between regions that are known to have baseline functional connectivity. These results could be suppressed by simply centering the psychological variable when calculating the PPI term or adding a deconvolve-reconvolved version of the physiological covariate. The PPI results with centering and with deconvolve-reconvolved physiological covariate are consistent with an explicit test for differences in coupling between conditions. It was, therefore, suggested that centering of the psychological variable or the addition of a deconvolve-reconvolved covariate is necessary for PPI analysis. Hum Brain Mapp 38:1723-1740, 2017. © 2017 Wiley Periodicals, Inc.",28105655,2017,Imperfect (de)convolution may introduce spurious psychophysiological interactions and how to avoid it.
763,"OBJECTIVE
This study examined associations between the composition and diversity of the intestinal microbiota and measures of depression, anxiety, eating disorder psychopathology, stress, and personality in a group of healthy adult females.


METHODS
Female participants (n = 91) ages 19-50 years with BMI 18.5-25 kg/m2 were recruited from central North Carolina between July 2014 and March 2015. Participants provided a single fecal sample and completed an online psychiatric questionnaire that included five measures: (i) Beck Anxiety Inventory; (ii) Beck Depression Inventory-II; (iii) Eating Disorder Examination-Questionnaire; (iv) Perceived Stress Scale; and (v) Mini International Personality Item Pool. Bacterial composition and diversity were characterized by Illumina sequencing of the 16S rRNA gene, and associations were examined using Kendall's tau-b correlation coefficient, in conjunction with Benjamini and Hochberg's False Discovery Rate procedure.


RESULTS
We found no significant associations between microbial markers of gut composition and diversity and scores on psychiatric measures of anxiety, depression, eating-related thoughts and behaviors, stress, or personality in a large cohort of healthy adult females.


DISCUSSION
This study was the first specifically to examine associations between the intestinal microbiota and psychiatric measures in healthy females, and based on 16S rRNA taxonomic abundances and diversity measures, our results do not suggest a strong role for the enteric microbe-gut-brain axis in normal variation on responses to psychiatric measures in this population. However, the role of the intestinal microbiota in the pathophysiology of psychiatric illness may be limited to more severe psychopathology.",28103291,2017,The Gut-Brain Axis in Healthy Females: Lack of Significant Association between Microbial Composition and Diversity with Psychiatric Measures.
764,"BACKGROUND
Visuospatial neglect (VSN) is devastating and common after stroke, and is thought to involve functional disturbance of the attention network. Non-invasive theta-burst stimulation (TBS) may help restore the normal function of attention network, therefore facilitating recovery from VSN.


OBJECTIVE
This study investigated the effects of continuous TBS on resting-state functional connectivity (RSFC) in the attention network, and behavioral performances of patients with VSN after stroke.


METHODS
Twelve patients were randomly assigned to receive 10-day cTBS of the left posterior parietal cortex delivered at 80% (the cTBS group), or 40% (the active control group) of the resting motor threshold. Both groups received daily visual scanning training and motor function treatment. Resting-state functional MRI (fMRI) and behavioral tests including line bisection test and star cancelation test were conducted at baseline and after the treatment.


RESULTS
At baseline, the two groups showed comparable results in the resting-state fMRI experiments and behavioral tests. After treatment, the cTBS group showed lower functional connectivity between right temporoparietal junction (TPJ) and right anterior insula, and between right superior temporal sulcus and right anterior insula, as compared with the active control group; both groups showed improvement in the behavioral tests, with the cTBS group showing larger changes from baseline than the active control group.


CONCLUSION
cTBS of the left posterior parietal cortex in patients with VSN may induce changes in inter-regional RSFC in the right ventral attention network. These changes may be associated with improved recovery of behavioral deficits after behavioral training. The TPJ and superior temporal sulcus may play crucial roles in recovery from VSN.",28107807,2017,Continuous theta-burst stimulation may improve visuospatial neglect via modulating the attention network: a randomized controlled study.
765,"This study investigated changes in brain function that occurred over a 7-day behavioral intervention for adults who stutter (AWS). Thirteen AWS received the intervention (AWS+), and 13 AWS did not receive the intervention (AWS-). There were 13 fluent controls (FC-). All participants were scanned before and after the intervention. Whole-brain analysis pre-intervention showed significant differences in task-related brain activation between AWS and FC- in the right inferior frontal cortex (IFC) and left middle temporal cortex, but there were no differences between the two AWS groups. Across the 7-day period of the intervention, AWS+ alone showed a significant increase of brain activation in the left ventral IFC/insula. There were no changes in brain function for the other two groups. Further analysis revealed that the change did not correlate with resting-state functional connectivity (RSFC) that AWS showed in the cerebellum (Lu et al., 2012). However, both changes in task-related brain function and RSFC correlated with changes in speech fluency level. Together, these findings suggest that functional reorganization in a brain region close to the left IFC that shows anomalous function in AWS, occurs after a short-term behavioral intervention for stuttering.",28113105,2017,Reorganization of brain function after a short-term behavioral intervention for stuttering.
766,"BACKGROUND/AIMS
Demographic and social characteristics, such as sex, race/ethnicity, and income, have been implicated as risk and protective factors for behavior change regarding obesogenic behaviors in adolescents. The purpose of this study was to determine the social disparities in obesogenic behaviors and compare social disparities in obesogenic behaviors between adolescents who are overweight/obese and non-overweight adolescents using an alternative methodology for calculating disparities.


METHODS
Data were obtained from the 2013 Massachusetts Youth Risk Behavior Surveillance Systems. Social disparities ratios for meeting fruit and vegetable recommendation, daily breakfast consumption, physical activity, and non-sedentary activity were calculated using the Extended Gastwirth Index Method. Independent sample t tests were used to compare social disparities between non-overweight and overweight/obese participants.


RESULTS
Racial disparities were the largest contributor to overall disparities for meeting fruit and vegetables recommendations, daily breakfast, and non-sedentary activity, while sex disparities were the largest contributor to overall disparities for meeting physical activity recommendations. The non-overweight group had lower free/reduced lunch disparities for all behaviors when compared to the overweight/obese group.


CONCLUSIONS
The results of this study confirmed that social disparities exist for obesogenic behaviors. The methodology allowed for the determination of the percentage change needed in behavior to eliminate disparities between groups. These calculations are a useful tool for identifying groups that should be targeted for intervention if disparities are to be reduced.",28130748,2018,Social Disparities in Obesogenic Behaviors in Adolescents.
767,"The subthalamic nucleus (STN) and globus pallidus internus (GPi) have recently been shown to encode reward, but few studies have been performed in humans. We investigated STN and GPi encoding of reward and loss (i.e., valence) in humans with Parkinson's disease. To test the hypothesis that STN and GPi neurons would change their firing rate in response to reward- and loss-related stimuli, we recorded the activity of individual neurons while participants performed a behavioral task. In the task, action choices were associated with potential rewarding, punitive, or neutral outcomes. We found that STN and GPi neurons encode valence-related information during action control, but the proportion of valence-responsive neurons was greater in the STN compared to the GPi. In the STN, reward-related stimuli mobilized a greater proportion of neurons than loss-related stimuli. We also found surprising limbic overlap with the sensorimotor regions in both the STN and GPi, and this overlap was greater than has been previously reported. These findings may help to explain alterations in limbic function that have been observed following deep brain stimulation therapy of the STN and GPi. Hum Brain Mapp 38:1952-1964, 2017. © 2017 Wiley Periodicals, Inc.",28130916,2017,The human subthalamic nucleus and globus pallidus internus differentially encode reward during action control.
768,"There is substantial variability in speech recognition ability across patients with cochlear implants (CIs), auditory brainstem implants (ABIs), and auditory midbrain implants (AMIs). To better understand how this variability is related to central processing differences, the current electroencephalography (EEG) study compared hearing abilities and auditory-cortex activation in patients with electrical stimulation at different sites of the auditory pathway. Three different groups of patients with auditory implants (Hannover Medical School; ABI: n = 6, CI: n = 6; AMI: n = 2) performed a speeded response task and a speech recognition test with auditory, visual, and audio-visual stimuli. Behavioral performance and cortical processing of auditory and audio-visual stimuli were compared between groups. ABI and AMI patients showed prolonged response times on auditory and audio-visual stimuli compared with NH listeners and CI patients. This was confirmed by prolonged N1 latencies and reduced N1 amplitudes in ABI and AMI patients. However, patients with central auditory implants showed a remarkable gain in performance when visual and auditory input was combined, in both speech and non-speech conditions, which was reflected by a strong visual modulation of auditory-cortex activation in these individuals. In sum, the results suggest that the behavioral improvement for audio-visual conditions in central auditory implant patients is based on enhanced audio-visual interactions in the auditory cortex. Their findings may provide important implications for the optimization of electrical stimulation and rehabilitation strategies in patients with central auditory prostheses. Hum Brain Mapp 38:2206-2225, 2017. © 2017 Wiley Periodicals, Inc.",28130910,2017,"Auditory and audio-visual processing in patients with cochlear, auditory brainstem, and auditory midbrain implants: An EEG study."
769,"BACKGROUND
Until now, there has been no comprehensive long-term study in Germany on the development of extremely premature infants up to school age.


METHODS
From October 2004 to September 2008, in the German federal state of Lower Saxony, 437 infants born at a gestational age less than 28 weeks were followed up at the ages of 2 and 5 years, and some at the age of 10 years. The 5-year follow-up data were collated with the peri- and neonatological parameters and compared with the 2- and 10-year follow-up data.


RESULTS
The mortality of extremely premature infants was 25.1%. Among the five-year-olds studied, 14.1% showed cognitive impairment and 17.4% had cerebral palsy. 40.4% manifested abnormalities of speech or language, 33.1% had behavioral abnormalities, and 72.5% received therapeutic interventions. Infants in whom severe brain damage was diagnosed by ultrasonography shortly after birth were more likely to develop cerebral palsy (odds ratio [OR] 38.28, 99% confidence interval [12.55; 116.80]) and to have impaired cognitive development (OR 7.36 [2.52; 21.51]). The likelihood of cognitive impairment was also higher among infants whose mothers had a lower level of education (OR 3.83 [1.68; 8.77]). 73.1% (242 out of 331) of the two-year-olds were in the same category of cognitive function at the 5-year follow-up; 82.4% (65 out of 79) of the 5-year-olds were in the same category of cognitive function at the 10-year follow-up.


CONCLUSION
Many of these extremely premature infants had developmental disturbances, and many required therapeutic interventions. The risk factors revealed by this study may help identify patients who are in particular need of support, enabling targeted measures to be taken at the earliest possible stage in order to improve their cognitive and motor abilities. Nationwide, standardized follow-up at the age of 5 years would be desirable.",28130919,2016,The Development of Extremely Premature Infants.
770,"BACKGROUND
Genetic influences on self-medication with over-the-counter (OTC) drugs merit investigation. For example, patients frequently use OTC nonsteroidal anti-inflammatory drugs (NSAIDs) to treat inflammation, but the inflammatory response is also affected by endogenous cytokines whose production varies across polymorphisms of their encoding genes. In the case of interleukin 10 (IL-10), literature suggests that a single nucleotide polymorphism (SNP) in the promoter region of the cytokine's gene (-1082 A > G [rs1800896]) influences production with higher levels associated with G variant alleles.


OBJECTIVE
To demonstrate the feasibility of researching the role of genetics in self-medication by using existing national survey data to evaluate a possible association between OTC NSAID use and genotype at the -1082 SNP of the IL-10 gene.


METHODS
Statistical analyses were performed using data from 6,309 participants in the Third National Health and Nutrition Examination Survey (NHANES III).


RESULTS
OTC NSAID use (aspirin or ibuprofen) in the previous month was significantly more common among persons with AG or GG genotypes at the -1082 SNP. Odds of use consistently increased relative to the number of G alleles. This trend remained statistically significant (odds ratio = 1.14 per additional G allele, p = .02, 95% confidence interval [1.02, 1.27]) after adjustment for confounding.


CONCLUSIONS
Analysis of population-based genetic data suggests an association between a common self-medication behavior and a specific genetic polymorphism. These findings broadly demonstrate that NHANES data provide opportunities to investigate such associations and specifically imply that potential interrelationships among OTC NSAID use, IL-10 genotype, and IL-10 cytokine levels deserve further study.",28135825,2017,IL-10 Gene Polymorphisms and Self-Medication With Over-the-Counter Nonsteroidal Anti-Inflammatory Drugs.
771,"Participants (n = 36) with consistent Pre-conformist ego development levels during multiple adolescent assessments were studied to determine whether and how their ego levels had changed at age 25. Those (n = 12) whose ego levels remained at the Pre-conformist level were assigned to a life-course-persistent profound ego development arrest trajectory group; those (n = 24) whose ego levels reached the Conformist or Post-conformist level at age 25 were assigned to an adolescence-limited profound ego development arrest trajectory group. Analysis of predictors and age 25 correlates of group membership revealed that selected age 14 family interaction behaviors differentiated the two groups. At age 25, members of the adolescence-limited group showed superior performance on several measures of interpersonal and intrapersonal functioning.",28154436,2008,Continuity and Change from Adolescence to Emerging Adulthood: Adolescence-limited vs. Life-course-persistent Profound Ego Development Arrests.
772,"Actinyl-tricarbonato anions [(AnO2)(CO3)3]4- (An = U-Cm) in various environments were investigated using theoretical approaches of quantum-mechanics, molecular-mechanics and cluster-models. Cations and solvent molecules in the 2nd coordination sphere affect the equatorial An←Oeq bonds more than the axial An[triple bond, length as m-dash]Oax bonds. Common actinide contraction is found for calculated and experimental axial bond lengths of 92U to 94Pu, though no longer for 94Pu to 96Cm. The tendency of U to Pu forming actinyl(vi) species dwindles away toward Cm, which already features the preferred AnIII/LnIII oxidation state of the later actinides and all lanthanides. The well known change from d-type to typical U-Pu-Cm type and then to f-type behavior is labeled as the plutonium turn, a phenomenon that is caused by f-orbital energy-decrease and f-orbital localization with increase of both nuclear charge and oxidation state, and a non-linear variation of effective f-electron population across the actinide series. Both orbital and configuration mixing and occupation of antibonding 5f type orbitals increase, weakening the AnOax bonds and reducing the highest possible oxidation states of the later actinides.",28154870,2017,Bonding trends across the series of tricarbonato-actinyl anions [(AnO2)(CO3)3]4- (An = U-Cm): the plutonium turn.
